"id","question","choice_a","choice_b","choice_c","choice_d","answer","explanation"
"11","マグ溶接の欠点として、正しいものはどれか。","溶着速度が小さい","溶込みが浅い","風の影響を受けやすい","溶着効率が低い","c","マグ溶接は風の影響を受けやすく、風速2m/s以上の場合は防風対策が必要である。"
"12","ミグ溶接の電極に関する記述のうち、正しいものはどれか。","消耗式で溶接ワイヤを電極としている","非消耗式でタングステンを電極とする","電極を用いない","炭素電極を用いる","a","ミグ溶接は消耗式の溶接方法で、溶接ワイヤを電極としている。ArやHeなどをイナートガスとして用いる。"
"13","ティグ溶接の電極として用いられるものはどれか。","タングステン","炭素棒","溶接ワイヤ","銅","a","ティグ溶接は非消耗式の溶接方法で、タングステン（通常トリウム入りタングステン）を電極に用いる。"
"14","ティグ溶接とミグ溶接の比較に関する記述のうち、正しいものはどれか。","ティグ溶接の方が溶接の能率が高い","ティグ溶接では裏波ビードが得られない","ティグ溶接は高品質の溶接金属が得られ、裏波ビードが容易に得られる","両者の能率は同じである","c","ティグ溶接はミグ溶接と比較すると溶接の能率は悪いが、高品質の溶接金属が得られ、裏波ビードが容易に得られる。"
"15","サブマージアーク溶接の特徴として、正しいものはどれか。","溶接姿勢の制限がない","母材の上にあらかじめ粒状のフラックスを散布して溶接するため、アークは外部から見えない","アークが外部から見える","薄板の溶接に適している","b","サブマージアーク溶接は、母材の上にあらかじめ粒状のフラックスを散布し電極ワイヤを突っ込んで溶接するため、アークは外部から見えない。"
"16","サブマージアーク溶接に関する記述のうち、適切でないものはどれか。","上向き姿勢を含むあらゆる姿勢で使用できる","被覆アーク溶接に比べ溶込みが大きい","高入熱のため溶接熱影響部の材質劣化に注意する必要がある","厚板で直線部分が長い溶接継手などに適している","a","サブマージアーク溶接は粒状のフラックスを予め散布して行うため、上向きなどではフラックスを散布できず、用いる溶接姿勢に限界がある。"
"17","なし形割れの説明として、正しいものはどれか。","大入熱のサブマージアーク溶接でビード中央の柱状晶会合部に生じる高温割れの一種","母材表面と平行に生じる割れ","溶接後熱処理で生じる再熱割れの一種","水素に起因する低温割れの一種","a","大入熱のサブマージアーク溶接では溶接ビードの断面形状が梨の実状になり、両側面から凝固してビード中央で柱状晶が会合し、不純物が偏析で集積すると会合部に割れを生じることがある。これをなし形割れといい、高温割れの一種である。"
"18","鋼の溶接熱影響部の粗粒域に関する記述のうち、正しいものはどれか。","約1250℃以上に加熱され、結晶粒が粗大化し最も硬化して割れなどを生じやすい","1100～900℃に加熱され、結晶粒が微細化する","900～750℃に加熱され、じん性が良好である","200℃以下で熱影響を受けない領域である","a","粗粒域は1250℃を超える温度に加熱された領域で、結晶粒が粗大化し、最も硬化し、割れなどを生じやすい。"
"19","鋼の溶接熱影響部の細粒域に関する記述のうち、正しいものはどれか。","溶融した領域である","顕微鏡的には変化がない","結晶粒が粗大化し硬化する","再結晶で結晶粒が微細化し、じん性などの機械的性質が良好である","d","細粒域は1100～900℃に加熱された領域で、再結晶で結晶粒が微細化し、じん性などの機械的性質は良好である。"
"20","溶接変形のうち、角変形とも呼ばれるものはどれか。","横曲がり変形","座屈変形","横収縮","縦収縮","a","横曲がり変形を角変形ともいう。"
"21","回転変形の説明として、正しいものはどれか。","溶接線方向に縮む変形","長い溶接線を大入熱で溶接していくと、溶接線の前方が開いたり閉じたりする変形","板厚方向に曲がる変形","薄板に生じる三次元的な複雑な変形","b","タンク底板のように長い溶接線を大入熱で溶接していくと、溶接線の前方が開いてきたり閉じてくる変形が生じる。これを回転変形という。薄板の三次元的な複雑な変形は座屈変形という。"
"22","溶接時の拘束と残留応力の関係について、正しい記述はどれか。","拘束を大きくすると変形量も残留応力も小さくなる","拘束は残留応力に影響しない","拘束を大きくすると変形量は少なくなるが、残留応力は大きくなる","拘束を大きくすると変形量が増える","c","母材の拘束を大きくすると変形量は少なくなるが、反面、溶接部に高い残留応力が発生する。"
"23","引張の残留応力が悪影響を及ぼさないものはどれか。","脆性破壊","延性材料の静的強さ","応力腐食割れ","疲労破壊","b","引張の残留応力は脆性破壊、疲労破壊や応力腐食割れなどに悪影響を及ぼすが、延性材料の静的強さに対してだけは悪影響を及ぼさない。材料が十分に伸びることで残留応力の影響は緩和される。"
"24","高温割れに関する記述のうち、正しいものはどれか。","低融点化合物が原因となり、粒界に沿って割れる粒界割れとなる","溶接後熱処理によって発生する","200℃以下で発生する遅れ割れである","結晶粒内を伝播する粒内割れとなる","a","高温割れは、低融点の化合物がフィルム状に残存し、周辺の金属の凝固による収縮変形で引き裂かれて生じるため、粒界に沿って割れる粒界割れとなる。"
"25","クレータ割れの説明として、正しいものはどれか。","母材表面と平行に生じる割れ","ルート部に発生する低温割れ","溶接終端の溶融プール部に発生しやすい高温割れ","溶接後熱処理で発生する割れ","c","高温割れは収縮変形が集中しやすいクレータ部（溶接終端の溶融プール部）に発生しやすく、これをクレータ割れという。"
"26","高温割れの防止に有効な添加元素はどれか。","P（りん）","H（水素）","S（硫黄）","Mn（マンガン）","d","Mnを添加することで、Mnが優先的にS、Pと反応して融点の高い化合物を作ることで高温割れを防止できる。SやPは低融点化合物をつくり高温割れの原因となる。"
"27","低温割れが発生する3つの要因の組合せとして、正しいものはどれか。","硬化組織、水素、拘束応力","炭化物、窒素、熱応力","粗粒、硫黄、圧縮応力","スラグ、酸素、圧縮応力","a","低温割れは硬化組織、水素、拘束応力の3つの要因が同時に存在したときに発生する。"
"28","低温割れが発生する温度域として、正しいものはどれか。","融点直下","800℃以上","500℃付近","200℃以下","d","温度が下がって200℃以下になると水素が引張応力場にトラップされて集積し、やがて割れを発生させる。これを低温割れという。"
"29","低温割れが遅れ割れと呼ばれる理由として、正しいものはどれか。","残留応力が緩和されるまで時間がかかるため","炭化物が析出するまで時間がかかるため","スラグが浮上するまでの時間が必要であるため","水素が集積するまでの時間が必要であるため","d","低温割れは水素が集積するまでの時間が必要であり、一種の遅れ割れである。"
"30","低温割れの防止対策として、正しいものはどれか。","入熱を極端に小さくする","溶接後に急冷する","拘束をさらに大きくする","予熱や後熱を行い、過剰な水素を200℃を超える温度領域で外部に放出させる","d","低温割れを防止するには、予熱や後熱を行い、過剰な水素を200℃を超える温度領域で外部に放出させる対策が行われる。"
"31","再熱割れの説明として、正しいものはどれか。","繰返し荷重によって生じる割れ","凝固過程の高温で生じる割れ","水素に起因して200℃以下で生じる割れ","溶接後熱処理によって炭化物が粒内に析出し、粗粒域の延性が失われて粒界で割れるもの","d","再熱割れは、溶接後熱処理（PWHT）によって炭化物が粒内に析出し、もともと硬度の高い粗粒域がさらに硬化して延性がほとんどない状態になり、引張応力に耐え切れずに粒界で割れるものである。"
"32","ブローホールとピットの違いとして、正しいものはどれか。","大きさで区分し、大きいものがピット","表面に露出しているものがブローホール、内部のものがピット","溶接金属中に閉じ込められたものがブローホール、表面に露出しているものがピット","発生原因が全く異なる","c","溶融金属中のガスが凝固時に浮上しきれずに溶接金属中に閉じ込められたものをブローホールといい、表面に露出しているものをピットという。"
"33","融合不良の説明として、正しいものはどれか。","完全溶込み溶接継手のルート部が溶け込んでいないもの","母材が掘られて溶接金属が満たされていないもの","溶接金属が止端部で母材に融合しないで重なっているもの","溶接金属と母材との境界、あるいは多層盛のパス間の溶接境界部が十分に融けあっていないもの","d","融合不良とは、溶接金属と母材との境界、あるいは多層盛のパス間の溶接境界部が十分に融けあっていないものをいう。"
"34","溶込不良の説明として、正しいものはどれか。","止端部で溶接金属が重なっているもの","パス間が十分に融けあっていないもの","溶接金属中にスラグが残ったもの","完全溶込み溶接継手において、ルート部が溶け込んでいない部分","d","溶込不良とは、本来完全に溶け込まなければならない完全溶込み溶接継手において、ルート部が溶け込んでいない部分をいう。"
"35","オーバラップの説明として、正しいものはどれか。","母材が掘られて溶接金属が満たされていないもの","溶接金属中の球状の空洞","溶接金属が止端部で母材に融合しないで重なっている部分","溶接金属が裏面に垂れ落ちたもの","c","オーバラップとは、溶接金属が止端部で母材に融合しないで重なっている部分をいう。"
"36","アークストライクの説明として、正しいものはどれか。","溶接棒と母材が瞬間的に接触してごく短時間アークが発生してできた母材表面の小さいくぼみ","止端部の重なり","溶接部の割れ","溶接金属中に閉じ込められたガス","a","アークストライクは、溶接棒と母材が瞬間的に接触してごく短時間アークが発生してできた母材表面の小さいくぼみである。アーク熱による急熱急冷が伴い、母材部が脆化する恐れがある。"
"37","ラメラテアの説明として、正しいものはどれか。","溶接終端に生じる割れ","ビード直下に生じる割れ","ルート部に生じる割れ","母材表面の直角方向に強い引張拘束応力が生じる継手において、母材表面と平行に生じる割れ","d","ラメラテアは、十字型突合せ継手やすみ肉多層盛継手のように母材表面の直角方向に強い引張拘束応力が生じる継手において、熱影響部及びその隣接部に母材表面と平行に生じる割れである。"
"38","補修溶接に関する記述のうち、正しいものはどれか。","補修後の非破壊検査は不要である","通常の溶接に比べて急熱急冷となり拘束も大きくなるため、新たな溶接欠陥が発生しやすい","通常の溶接より条件が緩やかで欠陥は発生しにくい","何度繰り返しても材質に影響はない","b","補修溶接は局部的な溶接となり、通常の溶接に比べて急熱急冷となりかつ拘束も大きくなるため、新たな溶接欠陥が発生することも危惧される。補修後には非破壊検査で欠陥が除去されていることを確認する必要がある。"
"39","オーステナイト系ステンレス鋼の溶接熱影響部で鋭敏化部となる領域はどれか。","溶接金属そのもの","500～800℃程度に加熱された領域","1000℃以上に加熱された領域","200℃以下の領域","b","オーステナイト系ステンレス鋼の熱影響部のうち、500℃～800℃程度に加熱された領域を鋭敏化部といい、オーステナイト粒界にCr炭化物が析出し粒界近傍のCr濃度が低下する。"
"40","オーステナイト系ステンレス鋼の溶接における鋭敏化の対策として、正しいものはどれか。","溶接後に650℃で長時間保持する","大入熱で溶接する","母材の炭素量を低減したり、小入熱で層間温度も低く保つ","層間温度を高く保つ","c","対策としては、鋭敏化を少なくするために母材の炭素量を低減したり、溶接では小入熱で層間温度も低く保つなどの対策が行われる。"
