"id","question","choice_a","choice_b","choice_c","choice_d","answer","explanation"
"27","鋳鋼品と鋳鉄品を区分する炭素量として、正しいものはどれか。","約0.2％","約0.8％","約2.0％","約6.7％","c","鋳鋼品はおよそ2.0％C未満のもの、鋳鉄品はおよそ2.0％C以上のものをいう。"
"28","鋳鋼品における押し湯の役割として、正しいものはどれか。","鋳肌を滑らかにする","冷却速度を速めて結晶粒を微細化する","黒鉛を球状化する","凝固時の体積収縮に見合った溶湯をためて健全な製品を得る","d","鋳鋼品では凝固の際に数％の体積収縮が生じるため、上部に押し湯と呼ばれる収縮量に見合った溶湯をためる容積を確保し、この部分が最終的に凝固するようにする。"
"29","鋳鉄品で体積収縮によるきずの発生の心配が少ない理由として、正しいものはどれか。","押し湯を大きくとるため","凝固時にグラファイト（黒鉛）が晶出し、体積収縮を補完するため","炭素量が少なく凝固収縮が小さいため","融点が高く凝固が遅いため","b","鋳鉄品は炭素を多く含むので凝固時に組織の中にグラファイト（黒鉛）を晶出させ、その晶出量が凝固時の体積収縮を補完する。"
"30","ダクタイル鋳鉄の説明として、正しいものはどれか。","炭素量が2.0％未満の鋳造品","黒鉛を含まない鋳鉄","黒鉛が片状に晶出した鋳鉄","黒鉛を球状化させて靱性を向上させた鋳鉄","d","ダクタイル鋳鉄（球状黒鉛鋳鉄）は、黒鉛を球状化させて靱性を向上させたものである。片状に晶出したものはねずみ鋳鉄（普通鋳鉄）で、伸びがなく脆くて硬い。"
"31","引け巣の説明として、正しいものはどれか。","鋳型の砂が巻き込まれたきず","溶湯が凝固する時の収縮によって生じた空洞状のきず","たくさんの小さな穴からなる多孔質の巣","スラグが巻き込まれたきず","b","引け巣は、溶湯が凝固する時の収縮によって生じた空洞状のきずで、肉厚部で凝固が遅れた部分や最終凝固部などに生じる。"
"32","ざく巣の説明として、正しいものはどれか。","たくさんの小さな穴からなる多孔質の巣","溶接部に生じる割れ","表面に開口したきず","空洞状の大きな1つのきず","a","ざく巣は凝固時の収縮に起因したきずで、たくさんの小さな穴からなる多孔質の巣であり、凝固範囲の広い金属に起こる。"
"33","のろかみの説明として、正しいものはどれか。","鋳型の砂粒子が巻き込まれたもの","溶湯と共存するスラグが注湯時に巻き込まれたもの","ガスが閉じ込められたもの","溶湯が鋳型を完全に満たさなかったもの","b","のろかみは、溶湯と共存するスラグが注湯時に巻き込まれることで生じたものである。鋳型の砂粒子が巻き込まれたものは砂かみという。"
"34","湯境いの説明として、正しいものはどれか。","鋳型内の二つの流れが合流し、その境界が完全に溶け込まなかったもの","鋳型の砂が部分的に剥離し、その部分に溶湯が入り込んだもの","鋳肌に砂がくっついて離れ難くなったもの","溶湯が鋳型を完全に満たさなかったもの","a","湯境いは、鋳型内に二つの流れが合流して、その境界が完全に溶け込まなかったものをいう。程度が軽く単なるしわを残した場合を湯じわという。"
"35","ステンレス鋼と呼ばれるためのCr含有量の目安はどれか。","約3％以上","約6％以上","約12％以上","約30％以上","c","ステンレス鋼は、Crをおよそ12％以上含むことで耐食性を大きく改善した鋼である。"
"36","18-8ステンレス鋼の成分として、正しいものはどれか。","クロム18％、ニッケル8％","クロム8％、ニッケル18％","クロム18％、モリブデン8％","クロム8％、炭素18％","a","クロムを18％、ニッケルを8％含有したオーステナイト系ステンレス鋼を18-8ステンレス鋼といい、規格としてはSUS304がポピュラーである。"
"37","マルテンサイト系及びフェライト系ステンレス鋼に共通する性質として、正しいものはどれか。","磁性を持たず、低温でもじん性が低下しない","磁性を持たないが、低温でじん性が低下する","磁性を持ち、低温でじん性が低下する","磁性を持つが、低温でもじん性が低下しない","c","マルテンサイト系ステンレス鋼（13Cr鋼など）とフェライト系ステンレス鋼（18Cr鋼など）は、両者とも磁性を持ち、低温でじん性が低下する。"
"38","オーステナイト系ステンレス鋼の特徴として、正しいものはどれか。","Niをほとんど含まない","低温でじん性が低下するため低温用構造物には使えない","常温ではフェライト組織である","低温でのじん性低下がなく、また高温での強度も高い","d","オーステナイト系ステンレス鋼はNiを多く含み常温でもオーステナイト組織を有する。耐食性に優れるほか、低温でのじん性低下がなく、高温での強度も高い。"
